"StandID","Year","TPA","BA","QMD","Cords","NetCords","BdFt"
"H3C-N",2113,219.384180090263,102.957303781769,9.27616275701773,35.6889532846287,35.6889532846287,8411.53322275351
"H3C-N",2118,212.423744288856,103.922913329579,9.47101577317101,36.7146499900633,36.7146499900633,8892.27674336583
"H3C-N",2123,204.78719152804,104.53429977819,9.67431992934126,37.6363827128229,37.6363827128229,9447.38536708944
"H3D-N",2023,240.643120972343,70.0177106342661,7.30398143668393,17.3632959888468,17.3632959888468,2953.60215753517
"H3D-N",2028,220.146784773337,68.7817273858628,7.56872627153732,17.6023700939183,17.6023700939183,3128.46079539838
"H3D-N",2033,203.635073789183,66.8107258124273,7.75602565512906,17.5878950083337,17.5878950083337,3162.70737426876
"H3D-N",2038,191.59080398698,64.5572063739788,7.86008907171893,17.4095947600011,17.4095947600011,3185.42681467749
"H3D-N",2043,185.032184604384,64.3916906155927,7.98792003951081,17.7614685931659,17.7614685931659,3327.99709362648
"H3D-N",2048,201.081610319367,68.5843827524142,7.90804028717824,19.1220024127209,19.1220024127209,3689.32567850487
"H3D-N",2053,200.967526023134,69.7989237255216,7.98001767151834,19.8026343617212,19.8026343617212,3928.20196041095
"H3D-N",2058,214.882581811192,73.6986140871777,7.92996895277621,21.1508604626853,21.1508604626853,4228.04739749719
"H3D-N",2063,225.827843366757,77.2453817110563,7.91935755267231,22.4563043106147,22.4563043106147,4500.72723052192
"H3D-N",2068,243.56578592104,83.0340887701399,7.90610365733446,24.4567979892192,24.4567979892192,4950.22784728243
"H3D-N",2073,247.691348736825,85.7902307934422,7.96903863385567,25.6957115514616,25.6957115514616,5304.19909202403
"H3D-N",2078,258.949279757881,90.8678708397656,8.02121681422025,27.6513257507125,27.6513257507125,5756.22475559049
"H3D-N",2083,256.543494464658,92.5393431697689,8.13251993353423,28.6834392390956,28.6834392390956,6262.66207826519
"H3D-N",2088,255.980129069796,96.07153780676,8.29538749367657,30.3577968586844,30.3577968586844,6542.25180966063
"H3D-N",2093,251.371660167747,98.9491016257364,8.49552464826738,31.9126900573879,31.9126900573879,6903.26664551551
"H3D-N",2098,235.70250986584,98.0630549371793,8.73399701069298,32.3301536924846,32.3301536924846,7415.22732753515
"H3D-N",2103,228.021068750237,99.9268646462394,8.96388085165309,33.6623290333195,33.6623290333195,7840.86144872842
"H3D-N",2108,219.872647398533,101.485785954044,9.1993986707811,34.9296399645099,34.9296399645099,8182.17234382925
"H3D-N",2113,211.820919013257,102.743516011021,9.43051089389384,36.1165297236172,36.1165297236172,8608.62819714109
"H3D-N",2118,203.61596826418,103.62387137444,9.65976192680446,37.1887820315763,37.1887820315763,9249.43999972064
"H3D-N",2123,195.571037549196,104.205262875994,9.88405128301531,38.1619810742257,38.1619810742257,9940.44653945249
"H4C-N",2023,173.314900690753,79.7994749688291,9.18807430787042,22.7501978848673,22.7501978848673,5912.63327307962
"H4C-N",2028,156.215152869001,73.1108228003866,9.26342713803901,21.3547528851584,21.3547528851584,5516.0417515284
"H4C-N",2033,134.18276147553,65.7769419345419,9.48049273633426,19.733635871765,19.733635871765,5198.96168422265
"H4C-N",2038,129.52608744368,61.4378878279235,9.32571089820563,18.7362508386059,18.7362508386059,4950.55514955707
"H4C-N",2043,139.404336259125,63.1129776925081,9.11094924148707,19.3528312448937,19.3528312448937,4996.96438170353
"H4C-N",2048,149.77557923865,64.0573711284939,8.85536537559227,19.7286157416365,19.7286157416365,5048.63227108618
"H4C-N",2053,163.711228546011,66.7125843466857,8.6438472144039,20.6090256195822,20.6090256195822,5110.92336243898
"H4C-N",2058,189.451553405147,71.0197220923792,8.29054025078519,21.8932886936386,21.8932886936386,5193.51894012523
"H4C-N",2063,205.66972674468,73.6368041912674,8.10223272819768,22.7914568800506,22.7914568800506,5176.06467166559
"H4C-N",2068,225.250825937061,78.122866534227,7.97440561868378,24.2333888441465,24.2333888441465,5274.93301208848
"H4C-N",2073,238.866964255378,82.2760709677363,7.94696243572089,25.752966830803,25.752966830803,5416.28754380124
"H4C-N",2078,281.05843990394,90.094781606328,7.66644344064008,28.0515781204722,28.0515781204722,5567.78999757194
"H4C-N",2083,290.407419921719,94.6027060058922,7.72841364369803,29.7230127737399,29.7230127737399,5845.6368189595
"H4C-N",2088,295.636829299313,98.7611807761661,7.82629658916698,31.374843910812,31.374843910812,6015.52027806789
"H4C-N",2093,290.158315410114,101.747333740976,8.01837644129735,32.8294448542539,32.8294448542539,6177.1972398008
"H4C-N",2098,288.762061660334,105.056789648639,8.16741134378184,34.3852673973156,34.3852673973156,6575.84710379589
"H4C-N",2103,281.481099290935,107.581462928477,8.37117723262849,35.8113570662358,35.8113570662358,6922.66941866064
"H4C-N",2108,274.031042695111,109.88795204812,8.57467348256781,37.227027420089,37.227027420089,7408.50561265067
"H4C-N",2113,265.695483777711,111.839412543376,8.78512176941327,38.5596322967964,38.5596322967964,7766.98651290753
"H4C-N",2118,257.486541961904,113.548075444571,8.9919742522661,39.83934848353,39.83934848353,8126.89725019921
"H4C-N",2123,248.669540503183,114.911932625707,9.20478611725839,41.0258704281234,41.0258704281234,9058.06947474317
"HS3C-N",2023,276.482620932325,98.7386879361988,8.0919313615457,25.9637725604552,25.9637725604552,5782.13969015772
"HS3C-N",2028,247.643288029837,92.8477989053088,8.29115355848022,25.166458972002,25.166458972002,5686.44230037905
"HS3C-N",2033,223.144132780921,86.5808713616063,8.43452584295221,24.1107906872939,24.1107906872939,5427.90843213105
"HS3C-N",2038,204.447003792407,80.3504304762508,8.48879727233322,22.8956802402051,22.8956802402051,5167.31309438658
"HS3C-N",2043,181.598371896887,73.4155954701369,8.6095533345784,21.4229405022394,21.4229405022394,4916.79759837625
"HS3C-N",2048,163.942592981752,66.9450742270066,8.65278369104447,19.9253182855739,19.9253182855739,4609.48699495749
"HS3C-N",2053,173.380149563516,69.7838823647253,8.59053695155094,20.9946348096343,20.9946348096343,4728.06285923827
"HS3C-N",2058,192.794318853556,72.6121819176391,8.30998156998807,21.907718808496,21.907718808496,4830.23323601916
"HS3C-N",2063,209.480740657782,76.8111600048084,8.19940889591693,23.3553418248973,23.3553418248973,5182.73316994274
"HS3C-N",2068,215.012242477505,78.6089068051029,8.18741335836781,24.1578363932084,24.1578363932084,5301.00395694786
"HS3C-N",2073,253.965148772881,85.8309861044819,7.87186110654025,26.3534709731711,26.3534709731711,5564.16364064148
"HS3C-N",2078,265.702977673751,90.5303354401568,7.90389727568471,28.0980901983004,28.0980901983004,5811.79882532353
"HS3C-N",2083,257.196942192736,91.1411374671902,8.06058857984205,28.7766815479652,28.7766815479652,6232.38722386576
"HS3C-N",2088,259.153628881675,94.6153213404231,8.1817182582344,30.338459338302,30.338459338302,6491.295552058
"HS3C-N",2093,255.445074954038,97.3562494215872,8.35940917707828,31.7907781367199,31.7907781367199,6651.14175350023
"HS3C-N",2098,246.834339788712,99.3741772403106,8.59164683362375,33.1135852299392,33.1135852299392,7025.83119351815
"HS3C-N",2103,229.273174757119,97.73660336131,8.84085834043056,33.2699363210801,33.2699363210801,7325.94307950973
"HS3C-N",2108,220.982648489369,99.1881864140876,9.07179694554204,34.4519501766381,34.4519501766381,7766.21697382431
"HS3C-N",2113,213.614822985328,100.512165713002,9.28829618573362,35.6147361884833,35.6147361884833,8085.16892394146
"HS3C-N",2118,205.567444772805,101.402301677492,9.51018950211322,36.6515410633417,36.6515410633417,8453.86669128326
"HS3C-N",2123,197.663291028305,102.062096814937,9.72997367920003,37.6250999879356,37.6250999879356,9391.32478713948
"S2A-N",2023,372.112006981347,91.1900353117238,6.70315533040431,20.3215885859356,20.3215885859356,2622.82368516213
"S2A-N",2028,363.590449241597,96.094812620279,6.96123302679206,22.2327712004418,22.2327712004418,2748.78873820715
"S2A-N",2033,339.007948473558,94.8246698296704,7.16140379961034,22.8157900257537,22.8157900257537,2861.54860301222
"S2A-N",2038,347.409134893869,97.5466898961935,7.17510208980762,24.136526269708,24.136526269708,3138.22390758995
"S2A-N",2043,383.818741364171,104.170032714276,7.05424834581749,26.1809141437435,26.1809141437435,3460.59889027339
"S2A-N",2048,416.717690974515,110.2448284669,6.96467054073477,28.1442178849552,28.1442178849552,3779.79615756234
"S2A-N",2053,405.439442648103,110.764667157639,7.07750294102599,29.0755811093454,29.0755811093454,3888.72444274306
"S2A-N",2058,415.30871815048,112.774902773467,7.0560742135735,30.2138213189799,30.2138213189799,4155.53818962978
"S2A-N",2063,417.151013763327,113.275302457593,7.05607838645357,30.9286058207906,30.9286058207906,4435.46906132505
"S2A-N",2068,409.100050403989,112.099479861427,7.08809395180249,31.2319657239187,31.2319657239187,4636.99932919336
"S2A-N",2073,382.275422605998,107.819609630673,7.19122905631927,30.7301742982147,30.7301742982147,4852.51734803827
"S2A-N",2078,356.525718516467,102.816094986859,7.27155936156873,29.8999559382178,29.8999559382178,4946.42103155736
"S2A-N",2083,336.287923414269,97.7115310315016,7.29893853774057,28.866996423062,28.866996423062,4882.42819233484
"S2A-N",2088,283.845256801918,88.1265721334651,7.54492715962083,26.7613038503886,26.7613038503886,4772.68985744458
"S2A-N",2093,265.661800304057,88.6734991195044,7.82302648728608,27.6611253977197,27.6611253977197,5024.71304170208
"S2A-N",2098,249.382581095487,88.9136945240308,8.0852546642563,28.4645518844162,28.4645518844162,5089.66090409711
"S2A-N",2103,243.475553171837,91.9705145982716,8.32221748079116,30.1801243858975,30.1801243858975,5485.31233101614
"S2A-N",2108,227.208074910611,91.3514026321851,8.58594618719767,30.7546324110944,30.7546324110944,5866.10659205806
"S2A-N",2113,220.26634786037,93.6217892258995,8.82788823321431,32.3078539263655,32.3078539263655,6727.47836289766
"S2A-N",2118,214.783730386407,95.8267085542679,9.04450968939647,33.877241781826,33.877241781826,7335.86245282803
"S2A-N",2123,199.364541308287,93.9964741170363,9.29767274135676,34.0397122693743,34.0397122693743,7646.25096493703
"S3B-N",2023,411.811872353302,166.28509973945,8.60438172788362,40.9153660730086,40.9153660730086,9427.73141949575
"S3B-N",2028,374.716048060018,154.450149379877,8.6933157308409,39.3966839692292,39.3966839692292,9064.64153689489
"S3B-N",2033,353.034768871689,144.33314763148,8.65798312455553,37.9224120347789,37.9224120347789,8685.38615826225
"S3B-N",2038,323.074625127194,134.90849670994,8.75005252734705,36.5242015145762,36.5242015145762,8370.39732995959
"S3B-N",2043,304.257364562268,126.816877745555,8.74199214474062,35.2322439692044,35.2322439692044,8117.58172092488
"S3B-N",2048,285.962794430431,118.26334355068,8.70788617731263,33.6405565992574,33.6405565992574,7730.99056834801
"S3B-N",2053,265.783621935838,109.293357612506,8.68310813564562,31.8050685825304,31.8050685825304,7369.56622073292
"S3B-N",2058,239.281393648253,99.3727037482195,8.7261268432874,29.5930830690423,29.5930830690423,6942.85499454997
"S3B-N",2063,221.634591379121,90.382276612556,8.64699682930057,27.4242457145762,27.4242457145762,6476.39397939617
"S3B-N",2068,213.399678257232,87.3260214607532,8.66198425969447,27.025632539314,27.025632539314,6255.45273360586
"S3B-N",2073,217.96612066131,88.9247815624917,8.64886940288592,28.0086920169072,28.0086920169072,6459.77417557532
"S3B-N",2078,232.752404997282,91.771753202324,8.50256300651797,29.2535405620117,29.2535405620117,6733.36092201213
"S3B-N",2083,250.468696730087,95.1643727929575,8.34647121612107,30.6813085646408,30.6813085646408,7007.68562696665
"S3B-N",2088,249.069780327561,96.5304035995783,8.4297360312381,31.6742880727141,31.6742880727141,7138.5072954489
"S3B-N",2093,243.020408513573,97.2846300395277,8.56728423718161,32.5431325476598,32.5431325476598,7297.80054888273
"S3B-N",2098,241.288065230682,98.4292972877631,8.64841865626945,33.5167179780879,33.5167179780879,7360.73423734412
"S3B-N",2103,234.862603792342,98.9359853069438,8.7884571416593,34.3322820412452,34.3322820412452,7559.92400439902
"S3B-N",2108,233.986328573933,99.9457163902735,8.84971499152462,35.2886330924853,35.2886330924853,7550.75040115443
"S3B-N",2113,236.113742569223,101.249856210474,8.867046953753,36.339907359753,36.339907359753,7894.58737688391
"S3B-N",2118,229.551444106379,101.45611120665,9.00205214952084,37.0936491265583,37.0936491265583,8093.84284593626
"S3B-N",2123,221.350137841547,101.294226068045,9.15998748088349,37.7353349864634,37.7353349864634,8399.11655113313
"S3C-N",2023,276.590197379616,102.104145237284,8.22708014537349,24.9171001866051,24.9171001866051,5554.16507394494
"S3C-N",2028,268.071469122795,100.413839713924,8.28731645984013,25.2195322156573,25.2195322156573,5591.83705617186
"S3C-N",2033,261.483158506983,97.7816777642978,8.28036182450851,25.1705126362191,25.1705126362191,5496.68980390692
"S3C-N",2038,242.995696929806,93.1580662768135,8.38404062944312,24.6699974340993,24.6699974340993,5361.87568575446
"S3C-N",2043,255.758258780969,91.7668056683948,8.11092540300006,24.5932260151583,24.5932260151583,5276.68755901762
"S3C-N",2048,246.295580369095,88.0938035723783,8.09816841955372,24.0637061450962,24.0637061450962,5077.23090770256
"S3C-N",2053,240.857414285012,84.7831569672267,8.03372969521303,23.5489824371298,23.5489824371298,4981.80619796586
"S3C-N",2058,245.738270925439,82.7829437637643,7.8591660920985,23.2023927620658,23.2023927620658,4833.67391282041
"S3C-N",2063,225.584684836708,77.9790537515828,7.96116468441377,22.3299813650819,22.3299813650819,4734.56861721687
"S3C-N",2068,224.818693445789,77.4121295066821,7.94567378209438,22.4915872383649,22.4915872383649,4782.59292392348
"S3C-N",2073,262.71519986076,83.7337305929663,7.64451704577825,24.2743025039426,24.2743025039426,5075.80153225886
"S3C-N",2078,282.006725892579,89.7747915106406,7.63993920349189,26.3229504520139,26.3229504520139,5309.3252272495
"S3C-N",2083,269.22895413015,90.6620771821309,7.85768081895135,27.1872053894786,27.1872053894786,5510.3137349595
"S3C-N",2088,254.951893496926,90.9800775631177,8.08884407288301,27.9386852109852,27.9386852109852,5665.95911866884
"S3C-N",2093,251.742072060633,93.9846921660201,8.27357281781645,29.4973823410799,29.4973823410799,5965.40065385507
"S3C-N",2098,235.385561626477,93.2845354412422,8.52427299333394,30.0091507508381,30.0091507508381,6164.33974028768
"S3C-N",2103,234.990153189238,96.0132393221496,8.65532066037604,31.5528871156276,31.5528871156276,6527.87454169293
"S3C-N",2108,235.529462926157,98.7243212779151,8.76661412031514,33.1384568408318,33.1384568408318,6946.95862192191
"S3C-N",2113,219.389823944151,96.8666481760719,8.99748910729969,33.2948669192677,33.2948669192677,7040.25118995279
"S3C-N",2118,212.079464968582,98.007830522255,9.20499403865509,34.4675879998406,34.4675879998406,7523.65561547744
"S3C-N",2123,204.662221262428,98.7674689781816,9.40655401874324,35.5302731315907,35.5302731315907,8309.31607705614
"S3D-N",2023,366.635397045007,93.9611157538006,6.8548715293503,21.0163093772868,21.0163093772868,3281.06580201521
"S3D-N",2028,365.747510340997,97.8406449619149,7.00343975912162,22.648538041648,22.648538041648,3480.95361325177
"S3D-N",2033,376.466827317686,102.0678519424,7.05055920298869,24.2890222562772,24.2890222562772,3713.52492463913
"S3D-N",2038,353.496581174394,101.155252494547,7.24342626397517,24.9442686575427,24.9442686575427,3825.46783894527
"S3D-N",2043,343.094238234353,100.513377952715,7.32904950316519,25.5064259348841,25.5064259348841,3927.93713810535
"S3D-N",2048,346.616733215455,100.78456796039,7.30154371989452,26.0973168534237,26.0973168534237,4018.71246929609
"S3D-N",2053,304.927004495579,95.1340610622614,7.56332055805826,25.4796895281953,25.4796895281953,4090.9157698714
"S3D-N",2058,291.081064220065,91.7920820184076,7.60392923411905,25.1653447451059,25.1653447451059,4048.95674655709
"S3D-N",2063,299.88216140253,90.6664144803803,7.44543947746331,25.1226944787533,25.1226944787533,4133.05125491037
"S3D-N",2068,263.560033650302,84.0045239014667,7.6445863992502,23.9313425887846,23.9313425887846,3968.01046595841
"S3D-N",2073,236.116103028841,77.515794267027,7.75844579941208,22.5654552817155,22.5654552817155,4109.80521982369
"S3D-N",2078,257.957935377032,83.7722197816233,7.71645803673925,24.6563892407339,24.6563892407339,4445.69241958269
"S3D-N",2083,267.774920797178,87.1924232262104,7.72674993637621,26.0807314214019,26.0807314214019,4674.55078649176
"S3D-N",2088,264.362129601859,88.8352150343035,7.84938066649763,27.1033637657907,27.1033637657907,4854.56254041303
"S3D-N",2093,259.406781318003,92.0317152009403,8.0653000462889,28.7563661895243,28.7563661895243,5493.21769480378
"S3D-N",2098,252.781823502648,94.8541835210257,8.29464411232574,30.3622971634468,30.3622971634468,6144.61382230419
"S3D-N",2103,236.545160562605,94.0368405371664,8.53757268605105,30.8427396193788,30.8427396193788,6389.22181536788
"S3D-N",2108,231.337047945859,96.3643453740427,8.73932773652157,32.3419341204998,32.3419341204998,6963.07561837913
"S3D-N",2113,229.91687502434,98.7644538412788,8.87477481863134,33.8757410566186,33.8757410566186,7452.23652687862
"S3D-N",2118,221.799276859043,100.158544165168,9.09926622872228,35.1556104498846,35.1556104498846,8159.90099368186
"S3D-N",2123,213.863364925045,101.257885625422,9.31726960922806,36.3585038962675,36.3585038962675,8545.3471967915
"S4C-N",2023,288.40691060241,138.613468382368,9.38733501565977,37.4290723046367,37.4290723046367,9988.90988612812
"S4C-N",2028,270.023902506588,131.49690682441,9.44928824221477,36.5237005579953,36.5237005579953,9754.10368569786
"S4C-N",2033,254.035598835172,123.222193992882,9.43060623692239,35.1157588209266,35.1157588209266,9328.28290792517
"S4C-N",2038,221.2612476619,112.079445862854,9.6372415025336,32.8903130478369,32.8903130478369,8924.45049475148
"S4C-N",2043,203.950358534268,102.244339192278,9.58737760879752,30.6884172599166,30.6884172599166,8309.92844356901
"S4C-N",2048,187.451739945607,92.5813884593461,9.51611189570755,28.352557396601,28.352557396601,7599.85423198509
"S4C-N",2053,171.207702374874,83.1451781607381,9.43624738012655,25.9435484350591,25.9435484350591,7013.05571930578
"S4C-N",2058,158.424621278117,75.9221108862437,9.37379025392344,24.0885469614287,24.0885469614287,6502.98538576429
"S4C-N",2063,174.611598338166,78.2531159482435,9.06476832850388,24.9773750143331,24.9773750143331,6584.70810897042
"S4C-N",2068,191.986172228697,81.025601832646,8.79667589355074,26.0050940475804,26.0050940475804,6664.95127142074
"S4C-N",2073,220.659602801085,85.5026318196984,8.42889722681106,27.4034582892418,27.4034582892418,6759.43354925838
"S4C-N",2078,242.753418484777,89.7951992108397,8.23543066419253,28.8531674275422,28.8531674275422,6843.8905814529
"S4C-N",2083,251.044394400069,92.8769484561384,8.23609102795792,30.1053445356354,30.1053445356354,6917.63890402766
"S4C-N",2088,245.462553144764,94.4793270485619,8.4007527974298,31.1144358650894,31.1144358650894,7006.83988918509
"S4C-N",2093,240.375341392769,96.0760256961328,8.560615496745,32.1589734180918,32.1589734180918,7098.75754288528
"S4C-N",2098,233.667218786798,97.3912416850556,8.74185281203881,33.1801090239416,33.1801090239416,7341.00197023996
"S4C-N",2103,227.541775022776,98.6453994107901,8.91559393633163,34.2184665763209,34.2184665763209,7487.59191520176
"S4C-N",2108,225.23099861069,100.200679564679,9.031579008121,35.3707283375816,35.3707283375816,7639.96698175333
"S4C-N",2113,208.439284891971,97.378224902769,9.25515236290633,35.074666003272,35.074666003272,7854.20912841435
"S4C-N",2118,200.837418081946,97.8880439748612,9.45333272021321,35.9479720047371,35.9479720047371,8223.25376900961
"S4C-N",2123,193.931405904893,98.2936913587806,9.64009209255953,36.8047895665482,36.8047895665482,8729.80067657561
