"PLOT","YEAR_PREV","YEAR_CURR","PERIOD_YR","BA_PRED_ft2ac","TPA_PRED","QMD_PRED_in","Cords_PRED_ac","BdFt_intl_PRED_ac","BA_OBS_PREV","BA_OBS_CURR"
1206,1989,1999,10,53.9916136618501,62.8889476127604,12.546379600759,9.27836130541208,3084.4616112524,52.34,29.34
1208,1987,2002,15,90.8165858968914,120.2241294595,11.7687191334978,28.5978546469514,9510.67322063034,88.25,82.08
1209,1987,2002,15,38.0228528637924,52.0886084950438,11.5689356340601,8.67784848680898,2792.11455640897,33.03,35.01
1217,1987,2001,14,86.1165532394844,231.336945059147,8.2615827017747,24.5656527883613,4457.44109066813,69.12,100.78
1218,1987,1996,9,45.2474967601234,127.300983662473,8.07279329136695,12.394934760498,1843.0270024022,37.61,48.36
1219,1987,2001,14,37.3913169183034,91.233959701988,8.66861173878474,10.7869235764318,2107.77624434842,28.33,41.93
1220,1987,2001,14,46.7149459753547,104.296315509274,9.06224659102726,13.9072438174488,3015.05818127846,37.45,52.98
1221,1987,2001,14,48.4885314476461,94.5186284174512,9.69847036922212,14.9573050882188,3751.85711777978,41.02,57.8
1222,1987,2001,14,34.3942054204961,105.645670816152,7.72608036092874,9.02892213893218,1025.33620456831,24.36,50.05
1223,1991,2001,10,18.7435984009712,61.3041617419029,7.48727766632331,4.74698560420915,460.194938854906,13.86,27.7
1224,1991,2001,10,19.9150959528673,51.1614943291985,8.44815793748089,5.56035235580636,1015.69283453611,16.2,25.09
1225,1987,1995,8,35.4181938136993,123.843456641391,7.24134277456952,8.91234631346631,723.619669437635,28.65,53.25
1227,1987,2001,14,20.7485246149401,44.871994594568,9.20764053236534,6.08105139231973,1663.62083525969,17.05,29.19
1228,1987,2001,14,55.0457398886145,169.805263611295,7.70954443371344,14.6226388032886,1751.5005836584,39.89,98.48
1230,1987,2001,14,81.0833513482386,256.567111035149,7.61215786848581,21.5309192107224,1874.66703079324,60.47,60.47
1231,1987,1996,9,49.365093936616,108.450110405724,9.13560719418571,13.9803102018323,2475.63411235524,42.85,47.31
1232,1991,2001,10,48.8963237549258,121.35595005581,8.59508151773494,11.0462489174048,2118.44518644452,41.32,33.05
1234,1991,2001,10,55.2056417838119,181.89145978447,7.45981419628873,11.0028677847643,1819.70102186507,40.97,21.66
1235,1991,2001,10,59.666993949462,144.25016635208,8.70866031588308,13.8404964974782,3541.30073625752,51.77,42.94
1236,1996,2001,5,33.7827093051899,77.3915733936972,8.94628714137788,7.76859751510368,1851.71205623968,31.45,48.99
1239,1996,2001,5,19.7983833190788,72.975,7.05294091438113,3.43950279688573,0,16.99,78.31
1240,1996,2001,5,30.7551715674787,82.3075330478117,8.27716700199877,6.58178252876346,701.817581791529,27.67,33.48
1243,1991,2001,10,40.2896580651356,106.766944029808,8.31803642649386,9.02086520014691,2007.07984056217,32.4,48.55
1244,1987,2001,14,99.5531353299091,123.830913169144,12.1410253680322,24.5918128426562,8201.12366463468,102.49,40.8
1245,1991,2001,10,33.1379251602646,79.0214215295243,8.76864868744672,8.94475444814112,2144.77495705515,26.66,78.88
1247,1987,1992,5,29.3348132011153,52.665,10.1058547632021,7.44660078594978,1882.5043143974,28.11,44.17
1251,1988,2001,13,47.2703742864039,75.6510723249349,10.7035886299751,12.2659261487697,3611.33759925254,42.89,16.05
1252,1991,2001,10,18.9418991817436,61.2187961266014,7.53202583733049,7.75378936593879,733.239542841719,14.48,96.48
1253,1987,2001,14,42.4395602535123,77.3158054717085,10.0321433329231,13.0165506956422,4368.51181150344,33.17,48.57
1262,1987,1992,5,75.420472711894,99.4037158965242,11.7946687547406,16.4920535889075,5229.074725639,76.36,91.94
1263,1987,1992,5,68.6783806434284,65.203358663949,13.8968852957483,16.4417675723577,5665.85544427688,71.86,74.43
1272,1992,2002,10,28.3176043926824,65.2979829246788,8.91704185829458,5.70922548437828,1293.16937627933,24.73,29.84
1273,1987,2002,15,66.6804639813628,76.4964931103578,12.6421511016181,13.7752671138194,4709.02041634727,71.81,44.71
1275,1992,2002,10,36.100407652575,122.625037897756,7.34698086819108,3.98614486341043,240.365666135537,25.77,31.09
1278,1987,2002,15,34.6434444195556,62.823006159961,10.0552670396627,9.80363589132069,3078.340384397,27.67,27.48
1284,1987,2001,14,71.9471676238459,105.498219728715,11.1821861698225,17.3613665795071,5539.43826893528,68.31,97.7
1285,1987,1996,9,32.2871566006639,55.8468258818505,10.2957523104302,7.44590515114286,1795.05283387556,29.1,52.64
1286,1987,2001,14,48.6694783633754,80.9621780156937,10.49855886181,11.4070984925736,3490.33737301455,41.78,55.7
1287,1996,2001,5,34.5149497898621,47.32,11.5644155283566,6.97012177905419,2262.01219112209,33.44,37.71
